Theta1,Theta2,Theta3,x0,y0,z0
-32,60,-24,334.9304548,-499.7505095,-639.4290947
-32,60,-20,350.6525611,-485.413679,-650.4487653
-32,60,-16,366.4997821,-470.3521202,-661.2199165
-32,60,-12,382.4656193,-454.5398194,-671.7204074
-32,60,-8,398.5430041,-437.9489922,-681.926437
-32,60,-4,414.7240966,-420.5500012,-691.8122559
-32,60,0,431.0000666,-402.3112759,-701.3498588
-32,60,4,447.3608524,-383.1992392,-710.5086543
-32,60,8,463.794894,-363.178239,-719.2551065
-32,60,12,480.2888367,-342.2104891,-727.5523447
-32,60,16,496.827198,-320.256018,-735.3597358
-32,60,20,513.3919939,-297.2726317,-742.6324137
-32,60,24,529.9623162,-273.2158901,-749.3207577
-32,60,28,546.5138534,-248.0391025,-755.3698139
-32,60,32,563.0183456,-221.6933445,-760.7186486
-32,60,36,579.4429608,-194.1275015,-765.2996223
-32,60,40,595.7495802,-165.2883444,-769.037571
-32,60,44,611.893974,-135.120642,-771.8488772
-32,60,48,627.8248467,-103.567318,-773.6404071
-32,60,52,643.4827239,-70.56965984,-774.3082876
-32,60,56,658.7986465,-36.06758848,-773.736483
-32,60,60,673.6926247,0,-771.7951233
-32,60,64,688.0717901,37.69480753,-768.3385167
-32,60,68,701.8281613,77.07860443,-763.2027532
-32,60,72,714.8359057,118.2125726,-756.202772
-32,60,76,726.9479323,161.1564855,-747.128714
-32,60,80,737.9915769,205.9676697,-735.7413035
-32,64,-40,289.2650852,-577.387053,-578.3600656
-32,64,-36,304.5220763,-566.0434482,-590.2852478
-32,64,-32,319.8988239,-554.0810162,-602.038818
-32,64,-28,335.3910783,-541.4805817,-613.6062735
-32,64,-24,350.994761,-528.2213759,-624.9725115
-32,64,-20,366.7058114,-514.2809209,-636.121594
-32,64,-16,382.5200283,-499.6349145,-647.0365077
-32,64,-12,398.4329017,-484.2571138,-657.6989117
-32,64,-8,414.4394338,-468.1192188,-668.0888719
-32,64,-4,430.5339438,-451.1907537,-678.1845774
-32,64,0,446.7098545,-433.4389482,-687.9620341
-32,64,4,462.9594566,-414.828617,-697.3947328
-32,64,8,479.2736453,-395.3220385,-706.4532845
-32,64,12,495.6416244,-374.8788345,-715.1050187
-32,64,16,512.0505731,-353.4558501,-723.3135384
-32,64,20,528.4852656,-331.0070354,-731.0382232
-32,64,24,544.9276391,-307.4833318,-738.2336723
-32,64,28,561.3562966,-282.8325628,-744.8490776
-32,64,32,577.7459353,-256.9993337,-750.8275131
-32,64,36,594.0666854,-229.9249409,-756.1051267
-32,64,40,610.2833411,-201.5472957,-760.6102149
-32,64,44,626.3544625,-171.800865,-764.2621573
-32,64,48,642.2313213,-140.6166346,-766.9701807
-32,64,52,657.8566535,-107.9220987,-768.6319155
-32,64,56,673.1631735,-73.64128303,-769.1316927
-32,64,60,688.0717901,-37.69480753,-768.3385167
-32,64,64,702.48944,0,-766.1036226
-32,64,68,716.3064289,39.52892731,-762.2574961
-32,64,72,729.3931219,80.98061711,-756.6061863
-32,64,76,741.5957628,124.4461902,-748.9266699
-32,64,80,752.7311,170.0186975,-738.9609246
-32,68,-40,305.1677252,-604.3847688,-561.9693567
-32,68,-36,320.4849402,-593.382655,-573.9797597
-32,68,-32,335.891783,-581.781634,-585.8183227
-32,68,-28,351.3859231,-569.5634159,-597.4741757
-32,68,-24,366.9652448,-556.7079325,-608.9358812
-32,68,-20,382.6277029,-543.1932061,-620.1912155
-32,68,-16,398.3711733,-528.9952144,-631.2269406
-32,68,-12,414.1932938,-514.0877516,-642.0285659
-32,68,-8,430.0912946,-498.4422834,-652.5800934
-32,68,-4,446.0618127,-482.0277961,-662.8637444
-32,68,0,462.1006882,-464.8106385,-672.8596611
-32,68,4,478.2027376,-446.7543552,-682.5455797
-32,68,8,494.3614988,-427.8195113,-691.8964686
-32,68,12,510.5689427,-407.9635078,-700.8841243
-32,68,16,526.8151445,-387.140387,-709.4767189
-32,68,20,543.0879069,-365.3006274,-717.6382887
-32,68,24,559.3723243,-342.3909279,-725.3281536
-32,68,28,575.6502791,-318.3539808,-732.5002549
-32,68,32,591.8998536,-293.1282334,-739.1023949
-32,68,36,608.094641,-266.6476385,-745.07536
-32,68,40,624.2029353,-238.841392,-750.3519023
-32,68,44,640.1867707,-209.633659,-754.8555504
-32,68,48,656.0007777,-178.9432866,-758.4992096
-32,68,52,671.5908104,-146.6835026,-761.1835033
-32,68,56,686.8922865,-112.7615998,-762.7947875
-32,68,60,701.8281613,-77.07860443,-763.2027532
-32,68,64,716.3064289,-39.52892731,-762.2574961
-32,68,68,730.217004,0,-759.785892
-32,68,72,743.4277765,41.62809948,-755.5870503
-32,68,76,755.7795418,85.48301547,-749.4265224
-32,68,80,767.0793735,131.7004412,-741.0288003
-32,72,-40,321.0798403,-631.227818,-544.0575522
-32,72,-36,336.4200211,-620.5863783,-556.1286125
-32,72,-32,351.8188863,-609.3681862,-568.0275208
-32,72,-28,367.2761913,-597.5560684,-579.7470206
-32,72,-24,382.7919383,-585.130897,-591.2793237
-32,72,-20,398.3662427,-572.0714462,-602.615908
-32,72,-16,413.9991934,-558.3542428,-613.747308
-32,72,-12,429.6907062,-543.9534074,-624.6628932
-32,72,-8,445.4403659,-528.840486,-635.35063
-32,72,-4,461.2472538,-512.9842685,-645.7968241
-32,72,0,477.1097578,-496.3505938,-655.9858378
-32,72,4,493.0253598,-478.902139,-665.8997763
-32,72,8,508.9903945,-460.5981895,-675.5181369
-32,72,12,524.9997755,-441.3943901,-684.817414
-32,72,16,541.0466789,-421.2424728,-693.7706505
-32,72,20,557.1221781,-400.0899591,-702.3469255
-32,72,24,573.2148164,-377.8798351,-710.510765
-32,72,28,589.3101071,-354.5501937,-718.2214615
-32,72,32,605.3899427,-330.0338415,-725.4322826
-32,72,36,621.4318944,-304.2578653,-732.0895445
-32,72,40,637.4083762,-277.1431517,-738.131523
-32,72,44,653.2856408,-248.6038534,-743.4871617
-32,72,48,669.0225652,-218.5467923,-748.0745312
-32,72,52,684.569172,-186.8707888,-751.7989731
-32,72,56,699.8648112,-153.4659034,-754.5508481
-32,72,60,714.8359057,-118.2125726,-756.202772
-32,72,64,729.3931219,-80.98061711,-756.6061863
-32,72,68,743.4277765,-41.62809948,-755.5870503
-32,72,72,756.8072076,0,-752.9403513
-32,72,76,769.3687146,44.0733129,-748.4230007
-32,72,80,780.9114828,90.77783359,-741.7444846
-32,76,-40,336.9578066,-657.8336434,-524.5944028
-32,76,-36,352.2815236,-647.5718371,-536.7007128
-32,76,-32,367.6322435,-636.7577242,-548.6342489
-32,76,-28,383.0119506,-625.3754781,-560.3913109
-32,76,-24,398.4228937,-613.4071538,-571.9677023
-32,76,-20,413.8674634,-600.8325389,-583.3585496
-32,76,-16,429.348066,-587.6289939,-594.5581132
-32,76,-12,444.8669898,-573.7712793,-605.5595872
-32,76,-8,460.4262632,-559.2313675,-616.3548839
-32,76,-4,476.0274992,-543.9782357,-626.9343981
-32,76,0,491.6717228,-527.9776379,-637.2867462
-32,76,4,507.3591785,-511.1918526,-647.3984746
-32,76,8,523.0891089,-493.5794021,-657.2537301
-32,76,12,538.8595024,-475.0947397,-666.8338846
-32,76,16,554.6667984,-455.6879002,-676.1171045
-32,76,20,570.5055431,-435.3041091,-685.0778519
-32,76,24,586.3679837,-413.8833419,-693.6863055
-32,76,28,602.2435853,-391.3598287,-701.9076824
-32,76,32,618.1184559,-367.661493,-709.701438
-32,76,36,633.9746525,-342.7093139,-717.0203192
-32,76,40,649.7893431,-316.4165984,-723.8092329
-32,76,44,665.5337845,-288.6881461,-730.0038866
-32,76,48,681.1720677,-259.4192844,-735.529141
-32,76,52,696.6595644,-228.4947466,-740.2969976
-32,76,56,711.9409858,-195.7873582,-744.2041152
-32,76,60,726.9479323,-161.1564855,-747.128714
-32,76,64,741.5957628,-124.4461902,-748.9266699
-32,76,68,755.7795418,-85.48301547,-749.4265224
-32,76,72,769.3687146,-44.0733129,-748.4230007
-32,76,76,782.1999909,0,-745.6684915
-32,76,80,794.067655,46.98137892,-740.8615955
-32,80,-40,352.7559479,-684.116562,-503.5549473
-32,80,-36,368.0216836,-674.2530606,-515.6702451
-32,80,-32,383.2820676,-663.8640147,-527.6115762
-32,80,-28,398.5414273,-652.9351703,-539.378699
-32,80,-24,413.804354,-641.4500101,-550.9709097
-32,80,-20,429.075593,-629.389604,-562.3868848
-32,80,-16,444.3599324,-616.7324457,-573.6245168
-32,80,-12,459.6620864,-603.4542713,-584.6807398
-32,80,-8,474.9865719,-589.5278571,-595.5513406
-32,80,-4,490.3375731,-574.9227933,-606.2307509
-32,80,0,505.7187922,-559.6052278,-616.7118158
-32,80,4,521.1332808,-543.5375786,-626.985532
-32,80,8,536.5832463,-526.6782064,-637.04075
-32,80,12,552.0698275,-508.9810439,-646.8638298
-32,80,16,567.5928314,-490.3951727,-656.4382423
-32,80,20,583.1504217,-470.8643407,-665.744102
-32,80,24,598.7387466,-450.326408,-674.7576174
-32,80,28,614.3514916,-428.7127107,-683.4504388
-32,80,32,629.9793374,-405.9473247,-691.7888794
-32,80,36,645.6092986,-381.9462119,-699.7329804
-32,80,40,661.2239124,-356.616223,-707.2353776
-32,80,44,676.8002332,-329.8539271,-714.2399207
-32,80,48,692.3085786,-301.5442264,-720.6799732
-32,80,52,707.7109503,-271.5587073,-726.476303
-32,80,56,722.9590262,-239.7536584,-731.5344367
-32,80,60,737.9915769,-205.9676697,-735.7413035
-32,80,64,752.7311,-170.0186975,-738.9609246
-32,80,68,767.0793735,-131.7004412,-741.0288003
-32,80,72,780.9114828,-90.77783359,-741.7444846
-32,80,76,794.067655,-46.98137892,-740.8615955
-32,80,80,806.3418669,0,-738.074117
-28,-40,-40,-50.39519914,0,-641.665908
-28,-40,-36,-42.92607416,14.65282571,-646.5185431
-28,-40,-32,-35.02935235,30.07881024,-651.2703184
-28,-40,-28,-26.70895991,46.26127558,-655.8669474
-28,-40,-24,-17.96769413,63.18569744,-660.2545252
-28,-40,-20,-8.807598924,80.83894166,-664.3791305
-28,-40,-16,0.769702132,99.20859273,-668.1865041
-28,-40,-12,10.76270496,118.2823541,-671.6217991
-28,-40,-8,21.16974886,138.0475053,-674.6293938
-28,-40,-4,31.98875965,158.490405,-677.1527666
-28,-40,0,43.21700831,179.5960329,-679.1344261
-28,-40,4,54.85088254,201.3475647,-680.5158966
-28,-40,8,66.88566994,223.7259777,-681.2377559
-28,-40,12,79.31535203,246.7096852,-681.2397236
-28,-40,16,92.13240924,270.2741999,-680.4607977
-28,-40,20,105.3276374,294.3918262,-678.8394395
-28,-40,24,118.8899767,319.0313838,-676.3138014
-28,-40,28,132.8063544,344.1579638,-672.8219982
-28,-40,32,147.0615424,369.7327192,-668.3024164
-28,-40,36,161.6380324,395.7126934,-662.6940592
-28,-40,40,176.5159283,422.050687,-655.9369226
-28,-40,44,191.6728594,448.6951671,-647.9723972
-28,-40,48,207.0839144,475.5902181,-638.7436922
-28,-40,52,222.7215982,502.6755385,-628.1962728
-28,-40,56,238.5558121,529.8864814,-616.2783083
-28,-40,60,254.5538579,557.1541406,-602.9411214
-28,-40,64,270.6804672,584.4054818,-588.1396332
-28,-40,68,286.8978549,611.5635161,-571.8327965
-28,-40,72,303.1657965,638.5475156,-553.9840096
-28,-40,76,319.4417292,665.2732669,-534.5615039
-28,-40,80,335.6808747,691.6533606,-513.538697
-28,-36,-40,-42.92607416,-14.65282571,-646.5185431
-28,-36,-36,-35.13173136,0,-651.7430353
-28,-36,-32,-26.9038193,15.42360525,-656.8701516
-28,-36,-28,-18.24659829,31.60403531,-661.8449637
-28,-36,-24,-9.16331973,48.5291849,-666.6128051
-28,-36,-20,0.34340059,66.1880803,-671.1188811
-28,-36,-16,10.27124943,84.5702431,-675.3079563
-28,-36,-12,20.61791398,103.6651177,-679.1241124
-28,-36,-8,31.3808037,123.4615494,-682.5105708
-28,-36,-4,42.55679117,143.9473038,-685.4095756
-28,-36,0,54.14196861,165.1086208,-687.762335
-28,-36,4,66.131418,186.9297996,-689.5090168
-28,-36,8,78.51899354,209.3928122,-690.5887978
-28,-36,12,91.29711621,232.4769444,-690.9399646
-28,-36,16,104.4565806,256.1584641,-690.5000629
-28,-36,20,117.986375,280.4103196,-689.206095
-28,-36,24,131.8735151,305.201868,-686.9947617
-28,-36,28,146.102894,330.4986358,-683.8027461
-28,-36,32,160.6571488,356.2621162,-679.5670353
-28,-36,36,175.5165456,382.4496018,-674.2252778
-28,-36,40,190.6588852,409.0140592,-667.7161689
-28,-36,44,206.0594301,435.9040434,-659.9798622
-28,-36,48,221.6908542,463.0636567,-650.9583992
-28,-36,52,237.5232161,490.4325519,-640.5961517
-28,-36,56,253.5239579,517.9459795,-628.8402704
-28,-36,60,269.6579276,545.5348807,-615.6411318
-28,-36,64,285.8874274,573.1260235,-600.9527782
-28,-36,68,302.1722853,600.642182,-584.7333405
-28,-36,72,318.4699519,628.0023541,-566.9454381
-28,-36,76,334.7356177,655.122017,-547.5565476
-28,-36,80,350.9223519,681.9134147,-526.5393316
-28,-32,-40,-35.02935235,-30.07881024,-651.2703184
-28,-32,-36,-26.9038193,-15.42360525,-656.8701516
-28,-32,-32,-18.33980375,0,-662.3748357
-28,-32,-28,-9.341933967,16.18070427,-667.7288962
-28,-32,-24,0.086044801,33.10877263,-672.8770012
-28,-32,-20,9.940900237,50.77536186,-677.763581
-28,-32,-16,20.21958119,69.17191784,-682.3325246
-28,-32,-12,30.91891555,88.28962922,-686.5269459
-28,-32,-8,42.03533137,108.1189258,-690.2890158
-28,-32,-4,53.5645969,128.6490137,-693.5598542
-28,-32,0,65.50157651,149.8674418,-696.2794807
-28,-32,4,77.84000077,171.7596964,-698.3868205
-28,-32,8,90.57224974,194.3088222,-699.8197642
-28,-32,12,103.6891495,217.4950693,-700.5152788
-28,-32,16,117.1797823,241.2955675,-700.4095689
-28,-32,20,131.031311,265.6840284,-699.4382848
-28,-32,24,145.2288197,290.6304781,-697.5367754
-28,-32,28,159.7551709,316.1010219,-694.6403824
-28,-32,32,174.5908819,342.057645,-690.6847724
-28,-32,36,189.7140211,368.4580501,-685.6063021
-28,-32,40,205.1001257,395.2555344,-679.3424123
-28,-32,44,220.7221429,422.3989092,-671.8320444
-28,-32,48,236.5503943,449.8324622,-663.0160742
-28,-32,52,252.5525657,477.4959639,-652.8377554
-28,-32,56,268.6937215,505.3247182,-641.2431672
-28,-32,60,284.9363445,533.2496585,-628.1816574
-28,-32,64,301.2404003,561.1974849,-613.6062735
-28,-32,68,317.5634257,589.0908439,-597.4741757
-28,-32,72,333.8606398,616.8485461,-579.7470206
-28,-32,76,350.0850757,644.3858182,-560.3913109
-28,-32,80,366.1877308,671.6145857,-539.378699
-28,-28,-40,-26.70895991,-46.26127558,-655.8669474
-28,-28,-36,-18.24659829,-31.60403531,-661.8449637
-28,-28,-32,-9.341933967,-16.18070427,-667.7288962
-28,-28,-28,0,0,-673.4628284
-28,-28,-24,9.774923752,16.93066458,-678.9908695
-28,-28,-20,19.97894493,34.60454769,-684.2567838
-28,-28,-16,30.60822936,53.01500839,-689.2036967
-28,-28,-12,41.65870023,72.15498538,-693.7738703
-28,-28,-8,53.12575987,92.01651528,-697.9085442
-28,-28,-4,65.00403033,112.5902832,-701.5478362
-28,-28,0,77.28711014,133.8652015,-704.6307018
-28,-28,4,89.96734567,155.8280137,-707.094949
-28,-28,8,103.0356167,178.4629231,-708.8773071
-28,-28,12,116.481136,201.7512457,-709.9135466
-28,-28,16,130.291264,225.6710891,-710.1386495
-28,-28,20,144.4513388,250.1970581,-709.4870257
-28,-28,24,158.9445238,275.2999907,-707.8927746
-28,-28,28,173.751673,300.9467256,-705.2899865
-28,-28,32,188.8512178,327.0999042,-701.6130819
-28,-28,36,204.219073,353.7178103,-696.7971824
-28,-28,40,219.8285679,380.7542486,-690.778509
-28,-28,44,235.6503996,408.1584649,-683.4948014
-28,-28,48,251.6526114,435.8751088,-674.8857529
-28,-28,52,267.800597,463.8442402,-664.893453
-28,-28,56,284.0571291,492.0013799,-653.4628311
-28,-28,60,300.382414,520.2776028,-640.5420935
-28,-28,64,316.7341695,548.599674,-626.0831463
-28,-28,68,333.0677263,576.8902243,-610.0419947
-28,-28,72,349.3361513,605.0679629,-592.3791119
-28,-28,76,365.4903888,633.047923,-573.0597677
-28,-28,80,381.4794188,660.7417354,-552.0543081
-28,-24,-40,-17.96769413,-63.18569744,-660.2545252
-28,-24,-36,-9.16331973,-48.5291849,-666.6128051
-28,-24,-32,0.086044801,-33.10877263,-672.8770012
-28,-24,-28,9.774923752,-16.93066458,-678.9908695
-28,-24,-24,19.89846299,0,-684.8980775
-28,-24,-20,30.45206973,17.67855232,-690.5418442
-28,-24,-16,41.43108685,36.10025474,-695.8646567
-28,-24,-12,52.83049463,55.25980414,-700.8080544
-28,-24,-8,64.64463454,75.15086947,-705.3124781
-28,-24,-4,76.86695168,95.76565772,-709.317179
-28,-24,0,89.4897536,117.0945045,-712.7601858
-28,-24,4,102.5039843,139.1254877,-715.578327
-28,-24,8,115.8990131,161.8440628,-717.7073064
-28,-24,12,129.6624383,185.2327219,-719.0818304
-28,-24,16,143.7799072,209.2706762,-719.635784
-28,-24,20,158.2349522,233.9335646,-719.3024534
-28,-24,24,173.0088457,259.1931916,-718.014793
-28,-24,28,188.0804741,285.0172953,-715.7057309
-28,-24,32,203.4262335,311.3693501,-712.3085121
-28,-24,36,219.0199465,338.2084049,-707.7570717
-28,-24,40,234.8328039,365.4889607,-701.9864343
-28,-24,44,250.8333298,393.160888,-694.9331334
-28,-24,48,266.9873722,421.169387,-686.5356444
-28,-24,52,283.2581189,449.4549897,-676.7348232
-28,-24,56,299.6061386,477.9536061,-665.4743452
-28,-24,60,315.9894465,506.5966115,-652.7011336
-28,-24,64,332.3635933,535.3109761,-638.3657724
-28,-24,68,348.6817765,564.0194327,-622.4228926
-28,-24,72,364.894971,592.6406796,-604.8315243
-28,-24,76,380.9520771,621.0896164,-585.555405
-28,-24,80,396.8000818,649.2776044,-564.5632345
-28,-20,-40,-8.807598924,-80.83894166,-664.3791305
-28,-20,-36,0.34340059,-66.1880803,-671.1188811
-28,-20,-32,9.940900237,-50.77536186,-677.763581
-28,-20,-28,19.97894493,-34.60454769,-684.2567838
-28,-20,-24,30.45206973,-17.67855232,-690.5418442
-28,-20,-20,41.35494619,0,-696.5615703
-28,-20,-16,52.68206151,18.42826588,-702.2579491
-28,-20,-12,64.42742406,37.60271008,-707.5719403
-28,-20,-8,76.58429039,57.51866218,-712.4433328
-28,-20,-4,89.14491079,78.16989763,-716.8106608
-28,-20,0,102.1002913,99.54824037,-720.6111767
-28,-20,4,115.4399714,121.6431856,-723.7808795
-28,-20,8,129.1518171,144.4415424,-726.2545945
-28,-20,12,143.2218292,167.9270976,-727.9661053
-28,-20,16,157.6339693,192.0803016,-728.8483331
-28,-20,20,172.3700023,216.8779792,-728.8335622
-28,-20,24,187.4093583,242.2930675,-727.8537082
-28,-20,28,202.7290145,268.2943834,-725.8406255
-28,-20,32,218.3033999,294.8464236,-722.7264496
-28,-20,36,234.1043207,321.9092004,-718.44397
-28,-20,40,250.1009118,349.4381136,-712.927027
-28,-20,44,266.2596117,377.3838634,-706.1109281
-28,-20,48,282.5441626,405.6924029,-697.932876
-28,-20,52,298.9156358,434.3049331,-688.3324019
-28,-20,56,315.3324823,463.1579389,-677.2517958
-28,-20,60,331.750606,492.183268,-664.6365267
-28,-20,64,348.1234607,521.3082477,-650.4356428
-28,-20,68,364.4021671,550.4558411,-634.6021449
-28,-20,72,380.5356471,579.5448366,-617.0933211
-28,-20,76,396.4707744,608.4900683,-597.8710345
-28,-20,80,412.1525344,637.2026603,-576.9019532
-28,-16,-40,0.769702132,-99.20859273,-668.1865041
-28,-16,-36,10.27124943,-84.5702431,-675.3079563
-28,-16,-32,20.21958119,-69.17191784,-682.3325246
-28,-16,-28,30.60822936,-53.01500839,-689.2036967
-28,-16,-24,41.43108685,-36.10025474,-695.8646567
-28,-16,-20,52.68206151,-18.42826588,-702.2579491
-28,-16,-16,64.35476131,0,-708.3252137
-28,-16,-12,76.44220477,19.18278621,-714.0069883
-28,-16,-8,88.93655242,39.11711315,-719.2425709
-28,-16,-4,101.8288564,59.7983745,-723.9699422
-28,-16,0,115.108827,81.21995178,-728.1257428
-28,-16,4,128.7646142,103.3728463,-731.6453042
-28,-16,8,142.782606,126.245329,-734.4627316
-28,-16,12,157.1472422,149.8226082,-736.5110368
-28,-16,16,171.8408453,174.0865191,-737.7223173
-28,-16,20,186.8434699,199.0152347,-738.0279818
-28,-16,24,202.1327709,224.583003,-737.3590159
-28,-16,28,217.6838929,250.7599119,-735.6462874
-28,-16,32,233.4693813,277.5116849,-732.8208848
-28,-16,36,249.4591163,304.79951,-728.8144849
-28,-16,40,265.6202708,332.5799055,-723.5597448
-28,-16,44,281.9172931,360.8046221,-716.9907114
-28,-16,48,298.3119142,389.4205858,-709.0432421
-28,-16,52,314.7631793,418.3698801,-699.6554291
-28,-16,56,331.227504,447.5897694,-688.7680206
-28,-16,60,347.658753,477.012762,-676.32483
-28,-16,64,364.0083399,506.5667121,-662.2731234
-28,-16,68,380.225346,536.1749586,-646.5639782
-28,-16,72,396.2566555,565.7564966,-629.1526011
-28,-16,76,412.0471024,595.226178,-609.9985947
-28,-16,80,427.5396254,624.494936,-589.0661619
-28,-12,-40,10.76270496,-118.2823541,-671.6217991
-28,-12,-36,20.61791398,-103.6651177,-679.1241124
-28,-12,-32,30.91891555,-88.28962922,-686.5269459
-28,-12,-28,41.65870023,-72.15498538,-693.7738703
-28,-12,-24,52.83049463,-55.25980414,-700.8080544
-28,-12,-20,64.42742406,-37.60271008,-707.5719403
-28,-12,-16,76.44220477,-19.18278621,-714.0069883
-28,-12,-12,88.86686047,0,-720.0534859
-28,-12,-8,101.6924591,19.94439104,-725.6504167
-28,-12,-4,114.9088676,40.64745079,-730.7353857
-28,-12,0,128.5045233,62.10419115,-735.2445991
-28,-12,4,142.4662206,84.30721331,-739.1128959
-28,-12,8,156.7789142,107.2463641,-742.2738303
-28,-12,12,171.4255382,130.9084085,-744.6598022
-28,-12,16,186.3868427,155.2767209,-746.2022333
-28,-12,20,201.6412483,180.3309957,-746.8317877
-28,-12,24,217.1647204,206.0469827,-746.4786324
-28,-12,28,232.930664,232.3962466,-745.0727352
-28,-12,32,248.9098401,259.3459569,-742.544196
-28,-12,36,265.0703054,286.8587075,-738.8236058
-28,-12,40,281.377375,314.8923716,-733.8424292
-28,-12,44,297.7936095,343.3999914,-727.5334044
-28,-12,48,314.278826,372.3297057,-719.8309529
-28,-12,52,330.790133,401.6247161,-710.6715933
-28,-12,56,347.2819881,431.2232921,-699.9943506
-28,-12,60,363.7062779,461.0588147,-687.7411523
-28,-12,64,380.0124171,491.0598578,-673.8572033
-28,-12,68,396.1474648,521.1503045,-658.2913279
-28,-12,72,412.0562552,551.2494964,-640.9962707
-28,-12,76,427.6815373,581.2724096,-621.9289419
-28,-12,80,442.9641189,611.129854,-601.0505955
-28,-8,-40,21.16974886,-138.0475053,-674.6293938
-28,-8,-36,31.3808037,-123.4615494,-682.5105708
-28,-8,-32,42.03533137,-108.1189258,-690.2890158
-28,-8,-28,53.12575987,-92.01651528,-697.9085442
-28,-8,-24,64.64463454,-75.15086947,-705.3124781
-28,-8,-20,76.58429039,-57.51866218,-712.4433328
-28,-8,-16,88.93655242,-39.11711315,-719.2425709
-28,-8,-12,101.6924591,-19.94439104,-725.6504167
-28,-8,-8,114.8420054,0,-731.6057296
-28,-8,-4,128.3739035,20.71484721,-737.0459307
-28,-8,0,142.2753593,42.19686817,-741.9069825
-28,-8,4,156.5318645,64.44036148,-746.1234188
-28,-8,8,171.1270051,87.43686982,-749.6284227
-28,-8,12,186.0422852,111.1748567,-752.3539515
-28,-8,16,201.2569685,135.6393987,-754.2309061
-28,-8,20,216.7479369,160.8118959,-755.1893428
-28,-8,24,232.4895697,186.6698024,-755.1587236
-28,-8,28,248.4536415,213.1863807,-754.0682037
-28,-8,32,264.6092424,240.3304814,-751.8469504
-28,-8,36,280.9227201,268.0663524,-748.4244901
-28,-8,40,297.3576447,296.353479,-743.7310773
-28,-8,44,313.8747967,325.1464574,-737.6980811
-28,-8,48,330.4321788,354.3949035,-730.2583817
-28,-8,52,346.9850493,384.0433979,-721.3467701
-28,-8,56,363.4859782,414.0314685,-710.9003432
-28,-8,60,379.8849233,444.2936097,-698.8588859
-28,-8,64,396.1293244,474.7593373,-685.1652302
-28,-8,68,412.1642129,505.3532785,-669.7655816
-28,-8,72,427.9323323,535.9952918,-652.6098004
-28,-8,76,443.374266,566.6006149,-633.6516252
-28,-8,80,458.428565,597.0800328,-612.848824
-28,-4,-40,31.98875965,-158.490405,-677.1527666
-28,-4,-36,42.55679117,-143.9473038,-685.4095756
-28,-4,-32,53.5645969,-128.6490137,-693.5598542
-28,-4,-28,65.00403033,-112.5902832,-701.5478362
-28,-4,-24,76.86695168,-95.76565772,-709.317179
-28,-4,-20,89.14491079,-78.16989763,-716.8106608
-28,-4,-16,101.8288564,-59.7983745,-723.9699422
-28,-4,-12,114.9088676,-40.64745079,-730.7353857
-28,-4,-8,128.3739035,-20.71484721,-737.0459307
-28,-4,-4,142.2115703,0,-742.8390197
-28,-4,0,156.4079034,21.49559072,-748.0505753
-28,-4,4,170.9471652,43.76802136,-752.6150248
-28,-4,8,185.8116574,66.81065474,-756.4653708
-28,-4,12,200.9815498,90.61380083,-759.5333069
-28,-4,16,216.434725,115.1644101,-761.7493757
-28,-4,20,232.1466407,140.445782,-763.0431678
-28,-4,24,248.0902104,166.4372906,-763.3435584
-28,-4,28,264.2357032,193.1141309,-762.5789786
-28,-4,32,280.5506649,220.4470878,-760.6777189
-28,-4,36,296.9998595,248.4023305,-757.5682584
-28,-4,40,313.5452325,276.9412361,-753.1796176
-28,-4,44,330.1458967,306.0202422,-747.4417274
-28,-4,48,346.75814,335.5907338,-740.285808
-28,-4,52,363.3354537,365.5989619,-731.6447522
-28,-4,56,379.8285823,395.9859992,-721.4535039
-28,-4,60,396.1855915,426.6877289,-709.6494229
-28,-4,64,412.351952,457.6348689,-696.1726277
-28,-4,68,428.2706374,488.7530281,-680.966303
-28,-4,72,443.8822299,519.9627937,-663.976961
-28,-4,76,459.1250298,551.1798428,-645.1546414
-28,-4,80,473.9351609,582.3150746,-624.4530328
-28,0,-40,43.21700831,-179.5960329,-679.1344261
-28,0,-36,54.14196861,-165.1086208,-687.762335
-28,0,-32,65.50157651,-149.8674418,-696.2794807
-28,0,-28,77.28711014,-133.8652015,-704.6307018
-28,0,-24,89.4897536,-117.0945045,-712.7601858
-28,0,-20,102.1002913,-99.54824037,-720.6111767
-28,0,-16,115.108827,-81.21995178,-728.1257428
-28,0,-12,128.5045233,-62.10419115,-735.2445991
-28,0,-8,142.2753593,-42.19686817,-741.9069825
-28,0,-4,156.4079034,-21.49559072,-748.0505753
-28,0,0,170.8871019,0,-753.611476
-28,0,4,185.6960808,22.2879001,-758.5242155
-28,0,8,200.8159628,45.36342004,-762.721817
-28,0,12,216.2256989,69.21886942,-766.1358983
-28,0,16,231.9019154,93.84325122,-768.6968145
-28,0,20,247.8187778,119.2219678,-770.3338398
-28,0,24,263.9478707,145.3365406,-770.9753851
-28,0,28,280.258098,172.1643472,-770.5492501
-28,0,32,296.7155999,199.6783771,-768.9829048
-28,0,36,313.283692,227.84701,-766.2037986
-28,0,40,329.9228229,256.6338182,-762.1396908
-28,0,44,346.5905534,285.9973971,-756.7189984
-28,0,48,363.2415565,315.8912235,-749.8711541
-28,0,52,379.8276356,346.2635461,-741.5269695
-28,0,56,396.2977634,377.057307,-731.6189928
-28,0,60,412.5981361,408.2100963,-720.081855
